location,total_sqft,bath,balcony,BHK,price
tc palaya,1200.0,2.0,0.0,2.0,65.0
gubbalala,1223.0,2.0,1.0,2.0,42.81
other,1515.0,3.0,3.0,3.0,90.0
other,1500.0,3.0,1.0,3.0,90.0
kaggadasapura,1150.0,2.0,3.0,2.0,42.0
ramamurthy nagar,1525.0,3.0,1.0,3.0,100.0
hebbal,1255.0,3.0,2.0,3.0,77.68
other,1400.0,2.0,2.0,3.0,80.0
other,1250.0,2.0,1.0,2.0,62.0
jakkur,1260.0,2.0,0.0,2.0,71.195
hennur road,1904.0,3.0,2.0,3.0,129.0
other,1140.0,2.0,1.0,2.0,32.92
other,1125.0,2.0,1.0,2.0,75.0
ramamurthy nagar,1200.0,2.0,1.0,2.0,46.0
hormavu,1250.0,2.0,2.0,2.0,60.0
other,1000.0,2.0,2.0,2.0,45.0
other,1300.0,2.0,2.0,2.0,65.0
other,470.0,2.0,1.0,1.0,10.0
ombr layout,1300.0,2.0,2.0,2.0,80.0
9th phase jp nagar,890.0,2.0,2.0,2.0,45.0
other,1250.0,2.0,1.0,2.0,62.4
kanakpura road,1230.0,2.0,1.0,2.0,85.0
other,1057.0,2.0,1.0,2.0,42.0
bannerghatta road,1450.0,2.0,2.0,3.0,78.0
other,1036.0,2.0,2.0,2.0,110.0
6th phase jp nagar,1216.0,2.0,2.0,2.0,60.0
other,1025.0,2.0,0.0,2.0,42.5
sarjapur  road,1320.0,2.0,2.0,2.0,115.0
whitefield,4144.0,5.0,1.0,5.0,331.0
harlur,3425.0,3.0,1.0,3.0,320.0
doddathoguru,1107.0,2.0,3.0,2.0,44.0
gottigere,1170.0,2.0,2.0,2.0,40.0
ambedkar nagar,2225.0,4.0,2.0,3.0,169.0
hulimavu,1818.0,3.0,1.0,3.0,135.0
kalena agrahara,980.0,2.0,2.0,2.0,35.0
other,1310.0,2.0,1.0,2.0,88.0
rajiv nagar,1030.0,2.0,2.0,2.0,46.5
kr puram,1040.0,2.0,2.0,2.0,50.0
somasundara palya,1033.0,2.0,2.0,2.0,48.0
old madras road,2425.0,3.0,1.0,3.0,197.0
8th phase jp nagar,500.0,1.0,1.0,1.0,33.0
electronic city,1128.0,2.0,1.0,2.0,65.58
hosur road,1656.0,2.0,1.0,2.0,120.0
attibele,2168.0,4.0,2.0,4.0,95.0
other,1250.0,2.0,1.0,3.0,80.0
billekahalli,1350.0,3.0,2.0,2.0,55.0
kumaraswami layout,2000.0,4.0,1.0,4.0,139.0
anekal,456.0,1.0,1.0,1.0,15.0
whitefield,840.0,1.0,1.0,1.0,57.6
other,1537.0,3.0,2.0,3.0,110.0
btm 2nd stage,965.0,2.0,2.0,2.0,56.0
marathahalli,1152.0,2.0,1.0,2.0,90.0
hosur road,1345.0,2.0,2.0,2.0,106.0
cv raman nagar,1227.0,2.0,2.0,2.0,42.88
other,1140.0,2.0,2.0,2.0,56.0
other,1820.0,3.0,2.0,3.0,79.5
ambedkar nagar,1856.0,3.0,1.0,3.0,120.0
kammasandra,1200.0,2.0,1.0,2.0,66.0
seegehalli,1830.0,4.0,2.0,3.0,82.0
somasundara palya,1174.0,2.0,3.0,2.0,74.0
bannerghatta road,1920.0,3.0,3.0,3.0,122.0
marathahalli,1710.0,3.0,2.0,3.0,100.0
talaghattapura,2038.5,3.0,0.0,3.0,122.0
jigani,918.0,2.0,1.0,2.0,49.0
whitefield,2842.0,3.0,2.0,3.0,162.0
akshaya nagar,1720.0,3.0,1.0,3.0,134.0
other,850.0,2.0,1.0,2.0,32.5
other,2000.0,3.0,2.0,3.0,85.0
sarjapur  road,1200.0,3.0,2.0,3.0,70.0
other,1101.0,2.0,2.0,2.0,66.0
other,1900.0,2.0,1.0,4.0,170.0
hennur,1830.0,2.0,3.0,3.0,113.0
haralur road,1510.0,3.0,2.0,3.0,83.05
thanisandra,923.0,1.0,1.0,1.0,45.69
nri layout,1300.0,2.0,0.0,2.0,120.0
akshaya nagar,1300.0,2.0,2.0,2.0,66.0
panathur,1198.0,2.0,1.0,2.0,86.26
hulimavu,1231.0,2.0,1.0,2.0,84.5
thanisandra,1965.0,4.0,2.0,3.0,125.0
hegde nagar,1340.0,2.0,2.0,2.0,72.0
hebbal,1200.0,2.0,2.0,2.0,48.0
sarjapur,4111.0,4.0,1.0,4.0,370.0
bhoganhalli,1205.0,2.0,1.0,2.0,68.32
yelahanka,1859.0,3.0,1.0,3.0,108.0
other,1452.55,2.0,3.0,2.0,110.0
hebbal,1204.0,2.0,2.0,2.0,45.0
margondanahalli,1000.0,2.0,0.0,2.0,57.0
hennur road,5600.0,5.0,3.0,5.0,515.0
hosa road,1016.0,2.0,1.0,2.0,45.0
other,1495.0,3.0,2.0,3.0,90.0
uttarahalli,1101.0,2.0,0.0,2.0,45.0
green glen layout,3150.0,4.0,3.0,4.0,218.0
other,1600.0,2.0,1.0,2.0,90.0
old madras road,1859.0,3.0,2.0,3.0,121.0
attibele,460.0,1.0,1.0,1.0,13.0
other,1141.0,2.0,2.0,2.0,40.0
other,1407.0,2.0,1.0,2.0,83.87
kathriguppe,1350.0,3.0,2.0,3.0,80.99
kanakpura road,1240.0,2.0,2.0,2.0,65.0
marathahalli,1060.0,2.0,1.0,2.0,48.0
bisuvanahalli,1080.0,2.0,2.0,3.0,65.0
9th phase jp nagar,1079.0,2.0,1.0,2.0,60.0
other,1998.0,3.0,2.0,3.0,117.0
brookefield,1089.0,2.0,1.0,2.0,49.0
other,1535.0,3.0,1.0,3.0,95.0
electronic city phase ii,1090.0,2.0,1.0,2.0,31.48
uttarahalli,1700.0,3.0,2.0,3.0,88.0
hosakerehalli,2376.0,3.0,1.0,3.0,203.0
other,1450.0,3.0,3.0,3.0,68.0
kanakapura,551.0,1.0,1.0,1.0,30.0
ambedkar nagar,1852.0,3.0,2.0,3.0,125.0
sarjapura - attibele road,1330.0,2.0,1.0,3.0,48.0
other,1400.0,2.0,2.0,2.0,80.0
sarjapur  road,1700.0,3.0,1.0,3.0,118.0
raja rajeshwari nagar,1105.0,2.0,1.0,2.0,65.0
kanakpura road,1299.0,2.0,1.0,2.0,105.0
yelahanka,602.0,2.0,1.0,1.0,30.0
varthur,2145.0,3.0,2.0,3.0,170.0
other,1226.0,2.0,2.0,3.0,60.0
other,1765.0,3.0,3.0,3.0,105.0
other,1180.0,2.0,2.0,2.0,52.0
other,461.82,1.0,1.0,1.0,31.7
electronic city phase ii,1549.0,3.0,2.0,3.0,80.0
sarjapur,925.0,2.0,1.0,2.0,25.0
electronic city,1128.0,2.0,1.0,2.0,65.7
hennur,1255.0,2.0,2.0,2.0,54.5
devanahalli,1600.0,3.0,2.0,3.0,180.0
other,1600.0,2.0,0.0,3.0,80.0
other,1272.0,2.0,2.0,2.0,51.5
sarjapur  road,1691.0,3.0,2.0,3.0,119.0
chandapura,582.5,1.0,0.0,1.0,15.135
sarjapur  road,1680.0,3.0,2.0,3.0,126.0
kr puram,1200.0,1.0,0.0,2.0,65.0
abbigere,2500.0,6.0,0.0,6.0,81.0
ramamurthy nagar,1150.0,2.0,2.0,2.0,40.0
devanahalli,1408.0,2.0,2.0,2.0,85.0
hosa road,1726.0,3.0,2.0,3.0,81.99
koramangala,1744.0,3.0,1.0,3.0,200.0
other,900.0,2.0,0.0,2.0,55.0
other,1146.0,2.0,1.0,2.0,38.5
sector 7 hsr layout,1760.0,3.0,2.0,3.0,142.0
7th phase jp nagar,1050.0,2.0,1.0,2.0,77.0
kothannur,1197.0,2.0,1.0,2.0,47.88
thigalarapalya,3122.0,6.0,2.0,4.0,235.0
ramamurthy nagar,1101.0,2.0,1.0,2.0,50.0
other,1050.0,2.0,1.0,2.0,64.8
other,1488.0,2.0,3.0,3.0,60.0
harlur,1752.12,3.0,2.0,3.0,135.0
whitefield,1485.0,2.0,1.0,2.0,90.0
whitefield,2321.0,4.0,1.0,3.0,128.0
raja rajeshwari nagar,1070.0,2.0,1.0,2.0,50.0
kanakpura road,1591.0,3.0,1.0,3.0,122.0
kammasandra,1030.0,1.0,2.0,2.0,25.75
uttarahalli,1215.0,2.0,2.0,3.0,52.85
banashankari stage iii,1305.0,2.0,1.0,3.0,59.0
bellandur,1490.0,2.0,2.0,3.0,98.0
kanakpura road,1507.0,2.0,3.0,3.0,95.0
pai layout,1068.0,2.0,3.0,2.0,48.0
bellandur,1465.0,3.0,3.0,2.0,90.0
other,800.0,1.0,1.0,1.0,29.5
chandapura,520.0,1.0,1.0,1.0,14.04
marathahalli,1950.0,3.0,2.0,3.0,115.0
other,950.0,2.0,3.0,2.0,57.0
hebbal,2600.0,3.0,2.0,3.0,195.0
vittasandra,1246.0,2.0,1.0,2.0,67.0
bellandur,982.0,2.0,2.0,2.0,37.28
other,1450.0,2.0,2.0,3.0,135.0
lingadheeranahalli,1521.0,3.0,1.0,3.0,95.0
other,600.0,1.0,0.0,1.0,20.0
cv raman nagar,1836.0,3.0,2.0,3.0,148.0
horamavu agara,1265.0,2.0,1.0,3.0,65.0
varthur,2145.0,3.0,2.0,3.0,175.0
jakkur,1760.0,3.0,2.0,3.0,110.0
whitefield,825.0,1.0,1.0,1.0,45.0
balagere,1007.0,2.0,1.0,2.0,65.0
yelahanka,1890.0,3.0,2.0,3.0,109.0
banaswadi,527.0,1.0,0.0,1.0,35.0
dasarahalli,1375.0,2.0,1.0,2.0,60.0
hennur road,987.0,2.0,1.0,2.0,49.0
other,1050.0,2.0,2.0,2.0,45.0
other,600.0,1.0,1.0,1.0,17.0
hebbal,3450.0,5.0,0.0,3.0,348.0
other,1305.0,2.0,1.0,3.0,45.68
varthur,1200.0,3.0,1.0,3.0,68.38
thanisandra,1801.0,3.0,1.0,3.0,115.0
kaggadasapura,1654.0,3.0,3.0,3.0,70.0
sarjapur  road,475.0,1.0,1.0,1.0,26.0
thigalarapalya,1418.0,2.0,2.0,2.0,104.0
raja rajeshwari nagar,1151.0,2.0,2.0,2.0,39.02
malleshwaram,2250.0,3.0,1.0,3.0,200.0
tumkur road,1240.0,2.0,1.0,3.0,83.0
electronic city phase ii,1125.0,2.0,1.0,2.0,29.25
kaikondrahalli,1300.0,2.0,2.0,2.0,61.0
other,1196.0,2.0,2.0,2.0,56.81
other,6652.0,6.0,1.0,4.0,510.0
begur,1443.0,2.0,2.0,3.0,70.0
bellandur,1195.0,2.0,2.0,2.0,51.0
other,1600.0,4.0,2.0,4.0,90.0
sarjapur,649.5,1.0,0.0,1.0,17.535
banashankari,1900.0,2.0,1.0,3.0,170.0
other,1950.2,3.0,2.0,3.0,193.0
banaswadi,1184.0,2.0,3.0,2.0,53.0
kumaraswami layout,1200.0,2.0,2.0,2.0,29.0
chandapura,1107.0,2.0,1.0,3.0,43.0
electronic city,1275.0,3.0,1.0,3.0,70.0
other,1015.0,2.0,1.0,2.0,45.0
other,3500.0,6.0,2.0,8.0,120.0
other,1870.0,3.0,3.0,3.0,110.0
vasanthapura,1037.0,2.0,1.0,2.0,36.28
other,3500.0,4.0,2.0,4.0,245.0
5th phase jp nagar,1256.0,2.0,1.0,2.0,62.8
hosakerehalli,1304.0,2.0,3.0,2.0,100.0
other,1800.0,1.0,1.0,1.0,200.0
marathahalli,1215.0,2.0,2.0,2.0,58.86
kereguddadahalli,800.0,2.0,1.0,2.0,33.0
horamavu agara,1557.0,3.0,1.0,3.0,70.0
somasundara palya,1140.0,2.0,2.0,2.0,46.0
other,1525.0,2.0,3.0,3.0,122.0
other,1300.0,2.0,1.0,2.0,60.0
jp nagar,2400.0,3.0,3.0,3.0,196.0
other,2425.0,4.0,3.0,4.0,173.0
whitefield,1350.0,2.0,1.0,2.0,88.0
channasandra,1104.0,2.0,1.0,2.0,35.5
kadugodi,6200.0,9.0,0.0,9.0,200.0
sarjapur,1044.0,2.0,2.0,2.0,36.0
talaghattapura,1575.0,3.0,2.0,3.0,80.0
kengeri satellite town,654.0,1.0,1.0,1.0,22.0
hulimavu,1200.0,2.0,1.0,2.0,50.0
frazer town,3435.0,2.0,1.0,4.0,341.0
raja rajeshwari nagar,1570.0,3.0,2.0,3.0,88.0
electronic city,1258.0,2.0,1.0,2.0,85.5
hoodi,1055.0,2.0,1.0,2.0,57.63
kodigehaali,1013.0,2.0,1.0,2.0,51.0
kalena agrahara,1187.0,2.0,3.0,2.0,52.0
raja rajeshwari nagar,1260.0,2.0,1.0,2.0,67.39
other,1000.0,2.0,1.0,2.0,62.0
other,1092.0,3.0,1.0,3.0,95.0
other,1800.0,3.0,2.0,3.0,70.0
whitefield,1270.0,2.0,1.0,2.0,105.0
bommasandra,1127.0,2.0,1.0,2.0,45.0
thanisandra,1564.0,3.0,1.0,3.0,105.0
hebbal,1255.0,2.0,1.0,3.0,95.0
green glen layout,940.0,2.0,1.0,2.0,56.8
uttarahalli,1089.0,2.0,1.0,2.0,43.55
brookefield,1410.0,2.0,0.0,3.0,80.0
other,1650.0,3.0,1.0,3.0,165.0
mallasandra,905.0,2.0,1.0,2.0,35.0
other,1330.0,2.0,2.0,3.0,68.0
other,1084.0,2.0,1.0,2.0,51.0
other,2408.0,4.0,2.0,3.0,260.0
other,1275.0,3.0,2.0,3.0,55.0
bisuvanahalli,1075.0,2.0,1.0,3.0,47.0
kalena agrahara,1804.0,3.0,2.0,3.0,155.0
garudachar palya,1325.0,2.0,2.0,3.0,60.8
amruthahalli,600.0,1.0,1.0,1.0,55.0
attibele,400.0,1.0,1.0,1.0,11.0
gunjur,1362.0,3.0,1.0,3.0,62.63
7th phase jp nagar,918.0,2.0,1.0,2.0,50.49
raja rajeshwari nagar,1485.0,2.0,2.0,3.0,63.0
whitefield,1610.0,3.0,2.0,3.0,81.0
gottigere,1435.0,2.0,3.0,3.0,62.0
vittasandra,1246.0,2.0,1.0,2.0,64.5
other,1200.0,2.0,1.0,2.0,110.0
bannerghatta road,1400.0,2.0,2.0,2.0,78.0
hennur road,1290.0,2.0,1.0,3.0,94.5
hegde nagar,2087.01,4.0,2.0,3.0,135.0
kambipura,883.0,2.0,1.0,2.0,45.0
kaggadasapura,1215.0,2.0,3.0,2.0,43.0
bellandur,1785.0,3.0,2.0,3.0,120.0
hoodi,3385.0,4.0,1.0,4.0,220.0
harlur,2569.0,5.0,3.0,4.0,180.0
talaghattapura,1868.0,3.0,2.0,3.0,131.0
haralur road,3400.0,5.0,3.0,4.0,240.0
vittasandra,1238.0,2.0,1.0,2.0,67.0
sarjapur  road,1455.0,2.0,1.0,3.0,98.0
other,1470.0,2.0,3.0,3.0,60.0
8th phase jp nagar,1408.0,3.0,2.0,3.0,80.0
kudlu,1030.0,2.0,2.0,2.0,75.0
other,830.0,2.0,0.0,2.0,34.0
whitefield,4800.0,4.0,3.0,4.0,525.0
other,2200.0,5.0,1.0,4.0,100.0
ananth nagar,500.0,2.0,2.0,1.0,14.0
other,1318.0,3.0,2.0,3.0,56.0
thanisandra,1874.0,4.0,1.0,3.0,130.0
kanakapura,929.0,2.0,1.0,2.0,46.0
binny pete,665.0,1.0,0.0,1.0,50.75
ananth nagar,900.0,2.0,2.0,2.0,22.5
other,935.0,2.0,1.0,2.0,32.73
thanisandra,1296.0,2.0,2.0,2.0,83.0
other,630.0,2.0,1.0,1.0,70.0
banashankari,1650.0,3.0,2.0,3.0,101.0
sarjapura - attibele road,1073.0,2.0,2.0,2.0,31.77
other,703.0,2.0,1.0,2.0,60.0
bellandur,1454.0,2.0,1.0,2.0,90.0
yelahanka,2475.0,4.0,0.0,4.0,186.0
babusapalaya,1245.0,2.0,2.0,2.0,58.0
chikka tirupathi,3297.0,3.0,1.0,3.0,135.0
kudlu gate,1464.0,3.0,3.0,2.0,56.0
other,925.0,2.0,2.0,2.0,51.0
jp nagar,3200.0,5.0,3.0,4.0,309.0
thanisandra,2050.0,3.0,1.0,3.0,145.0
hebbal,1337.0,2.0,1.0,2.0,82.0
other,2000.0,3.0,1.0,3.0,90.0
yelahanka,2317.0,4.0,3.0,3.0,140.0
marathahalli,700.0,1.0,1.0,1.0,38.0
uttarahalli,1075.0,2.0,1.0,2.0,46.76
margondanahalli,1200.0,2.0,0.0,2.0,69.0
hulimavu,1255.0,2.0,3.0,2.0,66.0
bannerghatta road,1240.0,2.0,1.0,2.0,65.0
other,1080.0,2.0,2.0,2.0,55.0
other,2200.0,4.0,3.0,4.0,235.0
varthur,1402.0,2.0,2.0,2.0,95.0
thanisandra,1880.0,3.0,3.0,3.0,120.0
haralur road,1202.0,2.0,1.0,2.0,53.0
dodda nekkundi,1585.0,2.0,2.0,3.0,79.0
kothanur,1790.0,3.0,0.0,3.0,97.0
other,1050.0,2.0,1.0,2.0,45.0
other,1175.0,2.0,2.0,2.0,52.86
rachenahalli,996.0,2.0,1.0,2.0,67.0
other,1035.0,2.0,2.0,2.0,55.0
other,980.0,2.0,1.0,2.0,48.0
yelahanka,1705.0,3.0,2.0,3.0,95.0
sarjapur  road,1691.0,3.0,1.0,3.0,98.0
gubbalala,1100.0,2.0,2.0,2.0,49.5
kaikondrahalli,1605.0,3.0,3.0,3.0,105.0
kaggadasapura,1200.0,2.0,2.0,2.0,53.0
other,3329.0,3.0,2.0,3.0,330.0
whitefield,1655.0,3.0,2.0,3.0,97.0
other,1504.0,2.0,2.0,3.0,102.0
choodasandra,1140.0,2.0,2.0,2.0,62.0
electronic city phase ii,1305.0,3.0,1.0,3.0,65.0
other,2048.0,3.0,2.0,3.0,206.0
kasavanhalli,4000.0,4.0,2.0,4.0,325.0
begur,1445.0,2.0,2.0,3.0,47.1
frazer town,1180.0,2.0,1.0,2.0,105.0
whitefield,1269.0,2.0,1.0,2.0,75.0
thubarahalli,1200.0,2.0,2.0,2.0,47.0
vittasandra,1246.0,2.0,1.0,2.0,67.4
sarjapur  road,1320.0,2.0,1.0,2.0,100.0
other,1500.0,2.0,0.0,2.0,40.0
thanisandra,1732.0,3.0,1.0,3.0,85.73
sahakara nagar,1500.0,3.0,2.0,3.0,125.0
ardendale,1732.46,3.0,2.0,3.0,92.0
kambipura,883.0,2.0,1.0,2.0,39.0
battarahalli,1779.0,3.0,2.0,3.0,89.61
hulimavu,1255.0,2.0,2.0,2.0,69.0
other,5000.0,4.0,2.0,4.0,290.0
haralur road,1255.0,3.0,1.0,3.0,130.0
singasandra,1139.7,2.0,1.0,2.0,45.0
mahadevpura,1601.0,3.0,2.0,3.0,95.0
yelachenahalli,1103.0,2.0,2.0,2.0,55.0
hosa road,1652.0,3.0,2.0,3.0,85.0
chandapura,630.0,1.0,0.0,1.0,13.86
whitefield,2882.0,5.0,1.0,4.0,204.0
other,1180.0,2.0,2.0,2.0,42.0
other,1200.0,2.0,1.0,2.0,54.0
8th phase jp nagar,1059.0,2.0,2.0,2.0,34.5
rachenahalli,680.0,1.0,0.0,1.0,32.64
itpl,1200.0,3.0,1.0,3.0,56.12
cv raman nagar,1225.0,2.0,2.0,2.0,48.0
chandapura,950.0,2.0,1.0,2.0,25.65
kasavanhalli,1200.0,2.0,2.0,2.0,50.0
rayasandra,1708.0,3.0,2.0,3.0,75.0
horamavu banaswadi,1081.0,2.0,1.0,2.0,52.0
attibele,395.0,1.0,1.0,1.0,10.25
hebbal,1100.0,2.0,1.0,2.0,60.0
subramanyapura,1278.0,3.0,2.0,3.0,70.0
other,1240.0,2.0,2.0,2.0,60.0
yelachenahalli,1464.0,2.0,3.0,3.0,105.0
tc palaya,1500.0,2.0,1.0,3.0,120.0
electronics city phase 1,1450.0,3.0,2.0,3.0,79.0
whitefield,2173.0,3.0,2.0,3.0,128.0
other,1340.0,2.0,1.0,2.0,65.0
other,1625.0,3.0,3.0,3.0,92.0
nagarbhavi,1400.0,2.0,2.0,3.0,135.0
other,1270.0,2.0,1.0,2.0,98.0
other,1835.0,3.0,3.0,3.0,175.0
kanakpura road,1603.0,3.0,3.0,3.0,113.0
hennur road,2041.0,3.0,3.0,3.0,128.0
ramamurthy nagar,1200.0,2.0,1.0,2.0,57.9
other,1904.0,3.0,1.0,3.0,150.0
horamavu agara,1220.0,2.0,2.0,2.0,39.0
akshaya nagar,1893.0,4.0,2.0,3.0,95.0
sarjapur  road,3750.0,6.0,3.0,4.0,290.0
kundalahalli,3092.0,4.0,3.0,4.0,230.0
other,1113.0,2.0,1.0,2.0,51.0
attibele,500.0,1.0,1.0,1.0,17.0
other,1210.0,2.0,1.0,2.0,76.0
yeshwanthpur,671.0,1.0,1.0,1.0,36.85
other,1311.0,2.0,2.0,2.0,48.0
sarjapur,900.0,2.0,2.0,2.0,27.98
kalena agrahara,1425.0,2.0,1.0,3.0,70.0
uttarahalli,1000.0,2.0,2.0,2.0,39.5
raja rajeshwari nagar,1196.0,2.0,2.0,2.0,51.51
other,1053.0,2.0,1.0,2.0,46.29
billekahalli,1360.0,2.0,3.0,2.0,110.0
other,1364.0,2.0,2.0,2.0,70.0
mahadevpura,1152.0,2.0,1.0,2.0,54.0
bellandur,1325.0,2.0,2.0,2.0,65.0
sonnenahalli,1120.0,2.0,2.0,2.0,43.0
7th phase jp nagar,1370.0,2.0,1.0,2.0,56.17
other,1391.0,2.0,3.0,3.0,64.5
yelahanka,915.0,2.0,2.0,2.0,48.0
other,1300.0,2.0,1.0,2.0,58.0
other,1100.0,2.0,1.0,2.0,90.0
jalahalli east,1020.0,2.0,1.0,2.0,42.48
other,6000.0,5.0,3.0,4.0,400.0
other,1070.0,2.0,2.0,2.0,33.0
hulimavu,1011.0,2.0,2.0,2.0,38.0
kadugodi,1314.0,2.0,3.0,2.0,83.0
hebbal,1088.0,2.0,2.0,2.0,62.0
mallasandra,1325.0,2.0,2.0,2.0,73.0
hennur road,1165.0,2.0,1.0,2.0,67.0
kanakpura road,1290.0,2.0,3.0,2.0,80.0
arekere,2710.0,6.0,2.0,4.0,142.0
7th phase jp nagar,1000.0,2.0,2.0,2.0,53.0
other,985.0,2.0,1.0,2.0,63.0
marathahalli,1710.0,3.0,2.0,3.0,100.0
hoskote,1003.5,2.0,0.0,2.0,28.095
other,890.0,2.0,3.0,2.0,37.0
other,1176.0,2.0,2.0,2.0,44.0
other,2779.0,3.0,1.0,3.0,317.0
kothanur,1160.0,2.0,2.0,2.0,57.0
7th phase jp nagar,1035.0,2.0,1.0,2.0,41.39
pattandur agrahara,1025.0,2.0,1.0,2.0,44.5
hebbal,2483.0,5.0,2.0,4.0,215.0
other,720.0,1.0,2.0,1.0,28.0
other,1308.0,2.0,2.0,2.0,89.04
jakkur,1291.0,2.0,1.0,2.0,75.0
other,1188.0,2.0,3.0,2.0,73.0
8th phase jp nagar,500.0,1.0,1.0,1.0,30.0
other,1050.0,2.0,1.0,2.0,36.0
bhoganhalli,1277.0,2.0,1.0,2.0,79.89
sahakara nagar,1200.0,2.0,2.0,2.0,60.0
hoskote,1250.0,3.0,2.0,3.0,50.0
chandapura,876.0,2.0,2.0,2.0,28.47
munnekollal,7200.0,10.0,3.0,10.0,200.0
ambalipura,1105.0,2.0,1.0,2.0,75.0
uttarahalli,1200.0,2.0,2.0,2.0,44.0
frazer town,3500.0,4.0,2.0,3.0,330.0
other,1596.0,3.0,1.0,3.0,105.0
kanakpura road,525.0,1.0,1.0,1.0,26.0
ramagondanahalli,1125.0,2.0,2.0,2.0,75.0
other,2200.0,3.0,1.0,4.0,225.0
other,1300.0,3.0,1.0,3.0,58.0
dodda nekkundi,1100.0,2.0,1.0,2.0,41.18
other,1705.0,2.0,1.0,3.0,86.96
banashankari,1290.0,2.0,2.0,2.0,80.0
murugeshpalya,1600.0,2.0,1.0,3.0,65.0
other,1500.0,2.0,1.0,3.0,130.0
electronic city phase ii,1266.0,2.0,2.0,2.0,59.0
other,1265.0,2.0,1.0,3.0,82.0
anekal,600.0,1.0,1.0,1.0,16.5
whitefield,1270.0,2.0,2.0,3.0,65.0
btm 2nd stage,2200.0,3.0,3.0,3.0,220.0
battarahalli,1097.0,2.0,1.0,2.0,49.0
other,1200.0,2.0,2.0,2.0,55.0
other,1584.0,3.0,2.0,4.0,145.0
kambipura,883.0,2.0,1.0,2.0,44.0
battarahalli,1945.0,3.0,2.0,3.0,97.42
hulimavu,1255.0,2.0,2.0,2.0,73.0
other,1520.0,3.0,2.0,3.0,111.0
green glen layout,1623.29,2.0,2.0,3.0,105.0
other,1065.0,2.0,1.0,2.0,58.0
other,1500.0,2.0,2.0,2.0,88.0
yelahanka new town,488.0,1.0,1.0,1.0,20.0
bellandur,1211.0,2.0,1.0,2.0,63.0
other,1359.9900000000002,2.0,0.0,3.0,150.0
marathahalli,1350.0,2.0,1.0,2.0,99.0
other,5720.0,3.0,0.0,3.0,350.0
jp nagar,1157.0,2.0,1.0,2.0,73.0
hosa road,1079.0,2.0,1.0,2.0,32.37
sarjapur  road,2275.0,4.0,2.0,3.0,175.0
bharathi nagar,1379.0,2.0,1.0,2.0,85.0
other,900.0,2.0,1.0,2.0,45.0
kaggalipura,700.0,1.0,0.0,1.0,35.0
balagere,1210.0,2.0,1.0,2.0,83.0
mysore road,1029.5,2.0,0.0,2.0,50.855
other,1370.0,2.0,2.0,3.0,75.0
bommasandra industrial area,1020.0,2.0,1.0,2.0,29.45
horamavu agara,1200.0,2.0,1.0,2.0,45.0
kaggadasapura,1050.0,2.0,2.0,2.0,48.0
attibele,2400.0,3.0,3.0,3.0,120.0
kanakapura,1090.0,2.0,2.0,2.0,32.69
other,1175.0,2.0,2.0,2.0,48.27
bannerghatta road,1275.0,2.0,1.0,2.0,73.0
kr puram,930.0,2.0,2.0,2.0,39.0
rayasandra,1555.0,3.0,2.0,3.0,75.17
garudachar palya,1295.0,2.0,1.0,3.0,59.5
other,1141.0,2.0,0.0,2.0,62.0
other,1800.0,3.0,2.0,3.0,150.0
hoodi,1050.0,2.0,2.0,2.0,50.0
banashankari,1540.0,3.0,3.0,3.0,80.0
nri layout,1789.0,3.0,3.0,3.0,75.0
whitefield,1250.0,2.0,2.0,2.0,82.0
other,1000.0,2.0,1.0,2.0,31.0
sarjapur  road,1309.0,2.0,3.0,2.0,69.5
nagarbhavi,1223.0,2.0,1.0,2.0,60.0
other,1232.0,2.0,1.0,2.0,94.28
2nd phase judicial layout,900.0,2.0,2.0,2.0,41.0
other,1200.0,2.0,1.0,2.0,75.0
other,1060.0,2.0,2.0,2.0,60.0
other,830.0,2.0,1.0,2.0,60.0
bellandur,1717.0,3.0,2.0,3.0,110.0
hsr layout,1475.0,3.0,2.0,3.0,75.0
yelahanka,660.0,1.0,0.0,1.0,48.0
other,1605.0,2.0,3.0,3.0,85.0
begur road,1225.0,2.0,1.0,2.0,35.52
other,1100.0,2.0,0.0,2.0,106.0
hegde nagar,2026.0,3.0,2.0,3.0,132.0
doddathoguru,850.0,2.0,1.0,2.0,25.0
other,1550.0,3.0,1.0,3.0,75.0
kudlu gate,1238.0,2.0,3.0,2.0,55.0
chandapura,740.0,1.0,1.0,2.0,22.0
badavala nagar,1842.0,3.0,2.0,3.0,115.0
ngr layout,1020.0,2.0,1.0,2.0,48.45
sarjapur,1200.0,3.0,2.0,3.0,78.0
whitefield,1760.0,3.0,2.0,3.0,139.0
jalahalli,2250.0,3.0,2.0,3.0,160.0
other,1352.0,2.0,2.0,2.0,87.5
hebbal,3895.0,3.0,1.0,3.0,390.0
vijayanagar,1520.0,2.0,1.0,3.0,103.0
ambedkar nagar,1920.0,4.0,2.0,3.0,121.0
amruthahalli,1250.0,2.0,2.0,2.0,79.0
btm 2nd stage,1200.0,2.0,0.0,2.0,35.0
other,4395.0,3.0,3.0,3.0,240.0
7th phase jp nagar,1680.0,3.0,2.0,3.0,117.0
lingadheeranahalli,1705.0,3.0,1.0,3.0,110.0
kasavanhalli,1787.0,3.0,2.0,3.0,123.0
hrbr layout,1625.0,3.0,2.0,3.0,120.0
whitefield,950.0,1.0,1.0,1.0,50.0
other,1141.0,2.0,1.0,2.0,55.0
